,clean_text,sentiment,clean_word_count,clean_char_count,clean_avg_word_length
25705,itmargie said couldnt share info killed evil eddy wanted info again gave,negative,12,72,6.0
25706,pot meet kettle sure equation,neutral,5,29,5.8
25707,sweetie pie buttercup married ppl share hehehehehethis includes ur shoe collection trading up,neutral,13,93,7.153846153846154
25708,im glad im fine thanks another night full,positive,8,41,5.125
25709,monday good,positive,2,11,5.5
25710,wooohooo im fourth row back,neutral,5,27,5.4
25711,made got home wango tango  wonderful day,positive,8,54,6.75
25712,its dreary monday morning slept like give break,negative,8,47,5.875
25713,trying figure works boo,neutral,4,23,5.75
25714,ugh want things go back normal miss best friend,negative,9,47,5.222222222222222
25715,collage feminism,neutral,2,16,8.0
25716,school right,neutral,2,12,6.0
25717,its midnight,neutral,2,12,6.0
25718,wonder life alzheimers caring beyond despair poverty sux commerce futile description mommy,negative,12,90,7.5
25719,hahaha super late thank you,neutral,5,27,5.4
25720,spoke soon weekend may delayed like 20 min aaaah gottaaa get outttt b4 lose,negative,14,75,5.357142857142857
25721,good morningdid break 5 digits yet,positive,6,34,5.666666666666667
25722,feels like nine one guess what love making money,positive,9,48,5.333333333333333
25723,back home moment iãââ½m speaking aunt telephone darius neighting backround miss little horse,negative,13,92,7.076923076923077
25724,lol love spahkly gold things,neutral,5,28,5.6
25725,lobster dinner mba folks tonight terasse pouring rain mtl,neutral,9,57,6.333333333333333
25726,wiki project going wait another month manager thinks need loads time prepare halved workload,neutral,14,92,6.571428571428571
25727,ugh lost remote gotta actually move change channel wtf,negative,9,54,6.0
25728,im proud os x excels videophoto editing pc lags much behind,negative,11,59,5.363636363636363
25729,always,neutral,1,6,6.0
25730,ill take lookie sound great,positive,5,27,5.4
25731,soooooooo happened power forreal,neutral,4,32,8.0
25732,oh no trouble paradice,negative,4,22,5.5
25733,youre reason cant get boc,negative,5,25,5.0
25734,yeah also paper one final left algebra take birthday june 3,neutral,11,59,5.363636363636363
25735,miss coffee,negative,2,11,5.5
25736,take back colorado belong,neutral,4,25,6.25
25737,hope studyin went well,positive,4,22,5.5
25738,cant open eyes properly maybe sleep lil longer itll fix,negative,10,55,5.5
25739,yep itãââ½s mothers day well family ignore it weãââ½re celebrating every day lol,neutral,13,80,6.153846153846154
25740,watching hairspray,neutral,2,18,9.0
25741,its good theyre realistic still dont like thinking it,neutral,9,53,5.888888888888889
25742,glad say hi last night dont want flu sry really,neutral,10,47,4.7
25743,flame wars weeks episode,neutral,4,24,6.0
25744,feels way cherryflavored items shannt grapes strange true,neutral,8,57,7.125
25745,home sick fridaystudying im point weekend ruined,negative,7,48,6.857142857142857
25746,mean im tired sooooo freakin love,neutral,6,33,5.5
25747,need know cautious about cautious good,positive,6,38,6.333333333333333
25748,hmmm go sleep 6 saturday work watch 2 episodes one tree hill one tree hill think,neutral,16,80,5.0
25749,saw 22nd june make think jenny miss much,negative,8,40,5.0
25750,im praying family beav im sorry loss,negative,7,36,5.142857142857143
25751,happy got big choice make,negative,5,25,5.0
25752,home disneybest time long timehowl moon tonight gba bhb tuesday oh drummer boy niiight,positive,14,86,6.142857142857143
25753,_defcon1 gather guys continued drinking left,neutral,6,44,7.333333333333333
25754,whyyy still awake work 8 good,negative,6,29,4.833333333333333
25755,dont want though wish slept heather woke up ive got work later first read twilight,negative,15,82,5.466666666666667
25756,im bad day,negative,3,10,3.3333333333333335
25757,hanging myrtle beach married man,neutral,5,32,6.4
25758,computer pissing off 4 gig ram 25ghz dual core vista freezes microsofti want win 7,negative,15,82,5.466666666666667
25759,_bella_cullen13 _cullen26 _cullen10 family girls love u guys smiles,positive,9,67,7.444444444444445
25760,yea really need learn reload,neutral,5,28,5.6
25761,dont feel good,negative,3,14,4.666666666666667
25762,finally,neutral,1,7,7.0
25763,horrible nightmares gonna go back sleep,negative,6,39,6.5
25764,fakin kishajust luck,neutral,3,20,6.666666666666667
25765,really injured cant much exercise kgs coming already also still looking rent place fun times,positive,15,92,6.133333333333334
25766,phone dead sucks,negative,3,16,5.333333333333333
25767,shes smarter classier shes perfect him and im not,neutral,9,49,5.444444444444445
25768,sorry im back food calling namelolall good hi sorry havent said sooner lol,neutral,13,74,5.6923076923076925
25769,aidan please,neutral,2,12,6.0
25770,found parents putting dog tomorrow morning upset,negative,7,48,6.857142857142857
25771,getting ready work think im catching cold yay gotta pull 9 hour shift holla ya sometime tomorrow peace,neutral,18,102,5.666666666666667
25772,day starting 238pm woops work less 3 hours,negative,8,42,5.25
25773,ruilen,neutral,1,6,6.0
25774,lol leave kid internet kid stupid things,negative,7,40,5.714285714285714
25775,people,neutral,1,6,6.0
25776,im probs gonna wait comes dvd x,neutral,7,31,4.428571428571429
25777,haha rite im freeeeeeee britneys spears listenin time,neutral,8,53,6.625
25778,back laaandan miss already check new giant purple bow gold wing necklace 3 td ,negative,15,98,6.533333333333333
25779,swollen faceagain,negative,2,17,8.5
25780,deplurk gah need concentrate jap visit  site time heh ,negative,11,90,8.181818181818182
25781,wish about stuck pile boxes sore back load tesco blue shopper bags fill kitchen,negative,14,79,5.642857142857143
25782,hey adt guess what princelples number plate adtãââ½000 well 000 dunno numbers,neutral,12,77,6.416666666666667
25783,sad nothing,negative,2,11,5.5
25784,la bound,neutral,2,8,4.0
25785,vega fireeeeee,negative,2,14,7.0
25786,energy steadily increasing thankfully cough isnt going away,neutral,8,59,7.375
25787,listening miley cyrus breakout cd love it,positive,7,41,5.857142857142857
25788,_jo mask nonexistent mo charis didnt send one havent bothered make one im wearing boy clothes,positive,16,93,5.8125
25789,mean fam minus ahugs,neutral,4,20,5.0
25790,thanks wookieman test stuff you lol,positive,6,35,5.833333333333333
25791,katie malamute dog weight well im 6ft tall 73kg quite good,positive,11,58,5.2727272727272725
25792,happy mothers day tweetin mamas nite tweeple,positive,7,44,6.285714285714286
25793,cleaned whole kitchenand comes home going make mess itmy mom didnt even get see,negative,14,79,5.642857142857143
25794,omg almost 40s comment bday joe herebut turn 40omglol,neutral,9,53,5.888888888888889
25795,kid 3 stronger,positive,3,14,4.666666666666667
25796,sunburn hurts,negative,2,13,6.5
25797,good morning hope good day today although monday positive,positive,9,57,6.333333333333333
25798,church 8 hours better hurry get sleep,neutral,7,37,5.285714285714286
25799,well one thing might branded public menace state,neutral,8,48,6.0
25800,really best night ever,positive,4,22,5.5
25801,repeat final seconds game 3 dalden please officials anyway happy mothers day,neutral,12,76,6.333333333333333
25802,woken finally long night out tea toast tv coming up,neutral,10,51,5.1
25803,thanks ill check out ill staying thursday night though,positive,9,54,6.0
25804,work,neutral,1,4,4.0
25805,redbull amount caffine cup coffee youre theory quashed nicola,neutral,9,61,6.777777777777778
25806,morning david safe journey enjoy time states,positive,7,44,6.285714285714286
25807, ahahahahahahahaha please eat head,positive,5,53,10.6
25808,ok thought occured me,neutral,4,21,5.25
25809,flight headed 2 denversee yall min,neutral,6,34,5.666666666666667
25810,concert please explain im intrigued,neutral,5,35,7.0
25811,_shediddy lol gotta share,neutral,4,25,6.25
25812,goodbye picnic classmate today weather beautifuul,positive,6,49,8.166666666666666
25813,moms season 3 weeds got burnt family friends mobile home,negative,10,56,5.6
25814,forgot put sunblock getting car,neutral,5,31,6.2
25815,eat something,neutral,2,13,6.5
25816,youve got love fly tippers  worst ive seen dead mule dumped holmbury hill,neutral,14,93,6.642857142857143
25817,drove summahkayy,neutral,2,16,8.0
25818,oh im sorrymy kitty right checkedlosing lots weight last 3 wks good,negative,12,67,5.583333333333333
25819,hope great weekend congratulations,positive,4,34,8.5
25820,u at,neutral,2,4,2.0
25821,little girl holly find time aw shell get loads votes bet,neutral,11,56,5.090909090909091
25822,sms managed crash phone,negative,4,23,5.75
25823,watch it,neutral,2,8,4.0
25824,3 margs driving home rain,neutral,5,25,5.0
25825,intentando intentarlo again,neutral,3,27,9.0
25826,didt get tht,neutral,3,12,4.0
25827,lol went buy new laptop feb already knew lol looked anyway walked away sadfaced,negative,14,79,5.642857142857143
25828,heard single waiting months hearandim disappointed,negative,6,50,8.333333333333334
25829,think ordered days you maybe got something backorder,neutral,8,52,6.5
25830,finally ubuntu 904 arrived disc,neutral,5,31,6.2
25831,burped exact time steph lmfa0,neutral,5,29,5.8
25832,def cheese onion however back states 4 months finding bag saltvinegarthey tasted great,positive,13,86,6.615384615384615
25833,take back castone dropped last night,neutral,6,36,6.0
25834,trying sleep without pills working 3am wide awake its late take ill sleep til 3pm,negative,15,81,5.4
25835,lunch isnt 100 im already hungry,negative,6,32,5.333333333333333
25836,or make someone walk ur back im professional back walkeroner could use too lower regions,neutral,15,88,5.866666666666666
25837,bwahah love jackass movies chocolateeee,positive,5,39,7.8
25838,headache im going bed goodnight,negative,5,31,6.2
25839,happy mothers moms there,positive,4,24,6.0
25840,happened once wasnt drunk lol,neutral,5,29,5.8
25841,really need job,neutral,3,15,5.0
25842,good morningafternoonnight allstudying usual,neutral,4,44,11.0
25843,keep bumping mouse computer doesnt go sleep internet access files work on slowest friday eeeeevvveeerrrr,negative,15,104,6.933333333333334
25844,lol kalaharinet marketing may 4th you,neutral,6,37,6.166666666666667
25845,dont mtv going do fmlllll,negative,5,25,5.0
25846,think gettin physical change,neutral,4,28,7.0
25847,people coming kill mouse monday mixed emotions mean lives desk drawer,negative,11,69,6.2727272727272725
25848,normally dnt sleep like 6 cud never sleep night n ur entertainment,neutral,12,66,5.5
25849,learning nonpayment client new business headache hoping avoid,neutral,8,61,7.625
25850,ok cant sleep twitter,neutral,4,21,5.25
25851,hypervenilating cuz watched keith urbans new video trying calm im realizing far away august 13 is,neutral,16,97,6.0625
25852,grumbleweather man dont know wtf talkin about,negative,7,45,6.428571428571429
25853,close entering pogue s book today world according twitter yet seem far,neutral,12,70,5.833333333333333
25854,sadly true,negative,2,10,5.0
25855,lil old mac thingand never charge again,negative,7,39,5.571428571428571
25856,_tech woke little ago sleep couple hours lol im wide awake,neutral,11,58,5.2727272727272725
25857,26 pin multi core cable goes bad b4 service,negative,9,43,4.777777777777778
25858,female robin flew window watched die bushes think going cry now,negative,11,63,5.7272727272727275
25859,thinks start iphone app development business reply win easywriter pro code,neutral,11,74,6.7272727272727275
25860,really want go concert tomorrow,neutral,5,31,6.2
25861,its hollie spelt ie y made cry bgt tonight gxx,negative,10,46,4.6
25862,though clothes aw0910 collection 9 designers there together visual arts,negative,10,71,7.1
25863, 10000 followers congrats,positive,4,44,11.0
25864,hm dont recommend white chocolates though move dark side first,neutral,10,62,6.2
25865,mrskutcher aplusk two funny,positive,4,27,6.75
25866,congrats hughesy holly safe arrival rafferty david hughes hope well xoxo,positive,11,72,6.545454545454546
25867,wish could attend e3 year small events like nba stanley cup finals keep getting way work work work,neutral,18,98,5.444444444444445
25868,ahokay,neutral,1,6,6.0
25869,yeah its afireinside687,neutral,3,23,7.666666666666667
25870,would like remind people kansai scene whatever current issue like nothing,negative,11,73,6.636363636363637
25871,nice want it ill get pirated miss,neutral,7,33,4.714285714285714
25872,early morning probably wont even need much makeup,neutral,8,49,6.125
25873,picture wont come keeps saying thats nice picture it,neutral,9,52,5.777777777777778
25874,im good girlall work done,positive,5,25,5.0
25875,thanks rubbing in jerk guys going weekend,positive,7,41,5.857142857142857
25876,yeah sound bit bad man got exam week week,negative,9,41,4.555555555555555
25877,blackout city never good,negative,4,24,6.0
25878,wow im tired going bed good night,neutral,7,33,4.714285714285714
25879,happy mothers day moms there love you,positive,7,37,5.285714285714286
25880,hate 1gb ram use host 1gb virtual machine sucks much,negative,10,52,5.2
25881,never noticed youre right guess thats heart always dreaming travel,neutral,10,66,6.6
25882,hang there three hours,neutral,4,22,5.5
25883,well lunch uhhindoors though thunderstorm rolling,neutral,6,49,8.166666666666666
25884,ended staying late ur night lol,neutral,6,31,5.166666666666667
25885,yep working post,neutral,3,16,5.333333333333333
25886,know second problem being doesnt really exist still applies shame,negative,10,65,6.5
25887,ready dc tomorrow photo trippin,neutral,5,31,6.2
25888,miss oklahomaaaaa listening citizen cope til pass out,negative,8,53,6.625
25889,ah cbeebies epg chance hehe need pinkyponk crash warnings journey home long,neutral,12,75,6.25
25890,got back home disappointing report card,negative,6,39,6.5
25891,dont worried im safe sound 3 you,positive,7,32,4.571428571428571
25892,back lunch remembered join daily recap jb,neutral,7,41,5.857142857142857
25893,also used close adiel sabby changed alot like sec 1,positive,10,51,5.1
25894,haha yeah improving nite big time make skype call soon tho tear away,positive,13,68,5.230769230769231
25895,song suggestion anything veronicas first album secret life of would good choice,positive,12,79,6.583333333333333
25896,got home hour track feel real good p running nice abs work push ups haha p,positive,16,74,4.625
25897,looking new laptop battery expensive,neutral,5,36,7.2
25898,hate midgets smfh dream fightin 1 ln boston market turbull kept head bunting,negative,13,76,5.846153846153846
25899,awsome thanks jocant wait,positive,4,25,6.25
25900,heres appropriate tweet everything ok last 3 days tweets dont paint good picture c,negative,14,82,5.857142857142857
25901,infamous ps3 awesome eyes sore though,positive,6,37,6.166666666666667
25902,forget completely abt uploading assignemtn remmebered cos ur twit,neutral,9,65,7.222222222222222
25903,haha im work cant read anything,neutral,6,31,5.166666666666667
25904,umno likely inside lot maybe skirt work,neutral,7,39,5.571428571428571
25905,like power nap,neutral,3,14,4.666666666666667
25906,last day professional interns,neutral,4,29,7.25
25907,ok time bed good night twitter,positive,6,30,5.0
25908,swine flu temperature screening feel like criminal cold,negative,8,55,6.875
25909,went long 10 mile bike ride today started raining,neutral,9,49,5.444444444444445
25910,too found little late couldnt afford,negative,6,36,6.0
25911,ate much vegetarian pizza dinner good,negative,6,37,6.166666666666667
25912, miss already,negative,3,32,10.666666666666666
25913,drink much best cure fry,neutral,5,24,4.8
25914,see,neutral,1,3,3.0
25915,awe yeah its fun revising others get distracted easier yeah im tired revising history,neutral,14,85,6.071428571428571
25916,enjoying whole relaxation thing,positive,4,31,7.75
25917,prepare,neutral,1,7,7.0
25918,sisters pc blued screened,negative,4,25,6.25
25919,1111 make wish,neutral,3,14,4.666666666666667
25920,sorry,negative,1,5,5.0
25921,omg thats nightmare,negative,3,19,6.333333333333333
25922,would rather bride last minute wedding stuff instead stuck behind desk 5 someday,negative,13,80,6.153846153846154
25923,god im early hayley still asleep today party day im getting stuff ready x,negative,14,73,5.214285714285714
25924,yes yes,neutral,2,7,3.5
25925,miss argh,negative,2,9,4.5
25926,went get driver license car licnse plates renewed mechanic inspections town today,neutral,12,81,6.75
25927,cant contain myself tooooooo excited,positive,5,36,7.2
25928,gotta get early tomorrowgotta work 9,neutral,6,36,6.0
25929,nyc placements started come out looks like upgrades might wait yet another two weeks placements dreadfully,negative,16,106,6.625
25930, thelma rebeca fernanda symonds fernanda cordova,neutral,7,67,9.571428571428571
25931,check check yes and am,neutral,5,22,4.4
25932,caught apprentice last night poor howard lorraines turn go,neutral,9,58,6.444444444444445
25933,_x listening earlier day planning something friends said that,neutral,9,61,6.777777777777778
25934,justwatched like 5 straight episodes escaped id discovery channel guy imprisoned 6 women killed 2 cooked,neutral,16,104,6.5
25935,_ guess wait see,neutral,4,16,4.0
25936,walk clouds sweet november lake house,positive,6,37,6.166666666666667
25937,evenin tweeties phew its hot im complaining walked 4 miles town today felt hot n sweaty nice tho,neutral,18,96,5.333333333333333
25938,im feel verey tired madry chasawy 9j,negative,7,36,5.142857142857143
25939,phone bank,neutral,2,10,5.0
25940,hate it english day everyday,negative,5,28,5.6
25941,time close today last day today tmr may shed tear,negative,10,49,4.9
25942,tomorrow mean anna,neutral,3,18,6.0
25943,_crisis deathmatch dont game plus im really good games lol,negative,10,58,5.8
25944,good thing fever feeling cold especially hot weather think im hallucinating lol,neutral,12,79,6.583333333333333
25945,someone friendster profyjust add meaytlol,neutral,5,55,11.0
25946,woot lol its gonna hard send one back,neutral,8,37,4.625
25947,totally felt bad guy haha im good miss guys,neutral,9,43,4.777777777777778
25948,hope get car today hate anything stops work,neutral,8,43,5.375
25949,heres quote ya jesus built bridge 2 boards 3 nails,neutral,10,50,5.0
25950,wish u d,positive,3,8,2.6666666666666665
25951,_fisher hey udid u got reply,neutral,6,28,4.666666666666667
25952,whys cat pain,negative,3,13,4.333333333333333
25953,cut thumb broken coffee pot,negative,5,27,5.4
25954,cant get load me,negative,4,16,4.0
25955,_pax goddamn sucks hugs,negative,4,23,5.75
25956,_n_dc amendment 45 right big pimpin gotta say positive right best man 2nd time tonight w thrd,positive,17,93,5.470588235294118
25957,studying exam tomorrow 2 packin up,neutral,6,34,5.666666666666667
25958,way la running little bit late,negative,6,30,5.0
25959,lost game 3 points,negative,4,18,4.5
25960,loveeee cashis ms jenkins shitttt,neutral,5,33,6.6
25961,,neutral,0,0,
25962,cant believe it,neutral,3,15,5.0
25963,ugh rude,negative,2,8,4.0
25964,over high school,negative,3,16,5.333333333333333
25965,youre one getting married,neutral,4,25,6.25
25966,iight gonna miss tonight,negative,4,24,6.0
25967,last time get right hello loves,positive,6,31,5.166666666666667
25968,_g ur poopy head,negative,4,16,4.0
25969,movie today cant go see,negative,5,23,4.6
25970,know yayy,neutral,2,9,4.5
25971,went doctor hav virus,neutral,4,21,5.25
25972,happy birthday cheers pao,positive,4,25,6.25
25973,it want see movie sooo bad dont tell anything hehe,neutral,10,50,5.0
25974,lol thatll teach blindly trust amazon search results without reading,neutral,10,68,6.8
25975,watching best movie ever neverending story wish babbby me though,positive,10,64,6.4
25976,_hemmat shes mad coz purposely let step foot n thought would give kiss compensate didnt,neutral,15,87,5.8
25977,know ever wanted know extinction frogs,neutral,6,38,6.333333333333333
25978,dont wanna go europe need eat right its difficult,negative,9,49,5.444444444444445
25979,like youre enjoying hell it,neutral,5,27,5.4
25980,iwaiting natie come online miss,negative,5,31,6.2
25981,layenn downuughh dunt feel well,negative,5,31,6.2
25982,lucky youmy day gone large amount boredomand little stress detalis get bit gruesome,negative,13,83,6.384615384615385
25983,changed hairstylebut isnt good supposed n dont wealth much money hate hairdresser,negative,12,81,6.75
25984,thank god starbucks,positive,3,19,6.333333333333333
25985,flying falling getting distracted missing ground,neutral,6,48,8.0
25986,ive beforesometimes turn things felt forgiving remould cut reform,positive,9,65,7.222222222222222
25987,lovely husband made breakfast bed morning says chivalry dead,positive,9,60,6.666666666666667
25988,hehe yeah funny updating people random things amusing,positive,8,53,6.625
25989,yes,neutral,1,3,3.0
25990,spending night mom tommy ordered pizza hut yum,positive,8,46,5.75
25991,total love lip ringmore 12 piercingsit utmost favorite,positive,8,54,6.75
25992,mitchell tryed add xbox live lastnight live show friends list full,neutral,11,66,6.0
25993,tigers woo youre baby omfg cleveland blast sleeping,positive,8,51,6.375
25994,395 votes hungarywhat butbutthe nurburgring ,neutral,6,64,10.666666666666666
25995,poor stuart wondering was moving day todayi expect welcome cake case neighbor hehehe,neutral,13,84,6.461538461538462
25996,_sb killed furby tooo,negative,4,21,5.25
25997,whn r u goin europe,neutral,5,19,3.8
25998,shower feels refreshing long day fair,positive,6,37,6.166666666666667
25999,love music like almost everything,positive,5,33,6.6
26000,run today let slight aches bad excuse ill make tomorrow go 55,negative,12,61,5.083333333333333
26001,rain pretty nice 150 meters cobbles way,positive,7,39,5.571428571428571
26002,6 freakin days thoughtwhat would look forward this,negative,8,50,6.25
26003,_dj xmas week early hehe least didnt last min shopping,neutral,10,54,5.4
26004,,neutral,0,0,
26005,oooh neat yes sf good food again jealous sf people,neutral,10,50,5.0
26006,wait get home watch new moon trailer clip stupid work internet access restrictions,negative,13,82,6.3076923076923075
26007,happy hug mom day love mom,positive,6,26,4.333333333333333
26008,really wish could make it 12 hr drive isnt going happen weekend,positive,12,63,5.25
26009,aww try rest na lang muna,neutral,6,25,4.166666666666667
26010,thats bad good luck,positive,4,19,4.75
26011,feel sad elizabeth,negative,3,18,6.0
26012,hey closest among disney stars im filipno too d,neutral,9,47,5.222222222222222
26013,big sam houston big enough overcome challanges movingcariphone photography ,negative,10,93,9.3
26014,says again happy mothers day moms ,positive,7,52,7.428571428571429
26015,sister got lunch date dont,neutral,5,26,5.2
26016,doesnt need shirt janewe suffer another two old eps tonight,negative,10,59,5.9
26017,comp mental health wouldnt take me samuel rogers center city gave appt june 8th 2 days worth pills left,positive,19,103,5.421052631578948
26018,going one upset daughter bitmr rat took sudden turn worse didnt make,negative,12,68,5.666666666666667
26019,watching qi dave still quite bored even adam davis cheer up hes quite funny,neutral,14,75,5.357142857142857
26020,excellent got name yet dont forget twitpic him,positive,8,46,5.75
26021,vote per day per computer,neutral,5,25,5.0
26022,brian teaching soccer lots fun,positive,5,30,6.0
26023,nice called lmao,positive,3,16,5.333333333333333
26024,lol funny thing dont even know class even race half people group yes clueless,neutral,14,77,5.5
26025,whats yall made early night think ima bout take shower chill witcha miss anything,positive,14,81,5.785714285714286
26026,really miss photofiltre photoscape gimp confusing,negative,6,49,8.166666666666666
26027,think ive got invisible glass shards hands cause fingers keep painful pokey feelings,negative,13,84,6.461538461538462
26028,meh almost didnt sleep aint finished anything im close cancel dokomi,negative,11,68,6.181818181818182
26029,hi michael wow thanks kind words must find love connections bg alone,positive,12,68,5.666666666666667
26030,listening la la land love,positive,5,25,5.0
26031,lol way brought up,neutral,4,18,4.5
26032,gonna get tan white,negative,4,19,4.75
26033,hey lonnie ill next weekend cant wait,positive,7,37,5.285714285714286
26034,well first tweet today failed lol back sleep bacon eggs hard choose,negative,12,67,5.583333333333333
26035,time hittin hay later tweeps ala billy cunningham great americans,positive,10,65,6.5
26036,looking forward bens baseball game tonight,neutral,6,42,7.0
26037,school were gonna learn use skype,neutral,6,33,5.5
26038,got home work feet killing,negative,5,26,5.2
26039,im awake early liking sundaybut im looking pictures last night bloody awesome words,positive,13,83,6.384615384615385
26040,class 930 yes friday night,neutral,5,26,5.2
26041,wishes could special someone,positive,4,28,7.0
26042,miss hubby already,negative,3,18,6.0
26043,im starting rethink i cant stand cold places stancethis heat humidity unbearable cant stand ac meltingaway,negative,16,106,6.625
26044,go work,neutral,2,7,3.5
26045,eating halls cuz sour throte,neutral,5,28,5.6
26046,e3 nice wish could go make sure take tons pictures,positive,10,50,5.0
26047,good morning everybody happy mothers day,positive,6,40,6.666666666666667
26048,wanna go,neutral,2,8,4.0
26049,morning forcast radio partly mostly cloudy yay vog stay inside happy friday,positive,12,75,6.25
26050,wants eat baked tahong its while really ,neutral,8,58,7.25
26051,wonderful let know think light reading,positive,6,38,6.333333333333333
26052,noticed wellwood teeth tonight thats nice,positive,6,41,6.833333333333333
26053,ohhhh sadi didnãââ½t get it,negative,5,27,5.4
26054,started lovely morning looks like its gonna chuck,positive,8,49,6.125
26055,son plays pitcher catcher beautiful weather past weekend baseball exhausted,positive,10,75,7.5
26056,cheese counter go thanks,positive,4,24,6.0
26057,phone calls like often different subject result feeling beaten pulp left dead,neutral,12,77,6.416666666666667
26058,singing rain cover ears people,neutral,5,30,6.0
26059,highly amused wasnt treated nicely like patientnot fault life better yours,positive,11,74,6.7272727272727275
26060,decided best stay tonight lady shall pittsburgh soon farewell,positive,9,61,6.777777777777778
26061,listening music phone died cant find charger brother needs 2 stop taking mine without asking,negative,15,92,6.133333333333334
26062,it,neutral,1,2,2.0
26063,wowive stood might well go work,neutral,6,31,5.166666666666667
26064,gutted work sooo nice outside,negative,5,29,5.8
26065,wanna good breakfast school wiggity whack,positive,6,41,6.833333333333333
26066,loves soup do do,positive,4,16,4.0
26067,tired tweeter,negative,2,13,6.5
26068,_carter cant see video its private,neutral,6,34,5.666666666666667
26069,hmm following think declined thehodgecouk inclusion network,neutral,7,59,8.428571428571429
26070,coming indianapolis,neutral,2,19,9.5
26071,oh no bird back,negative,4,15,3.75
26072,car get towed thats happened redgies car last time went another reason dont like splashtown,neutral,15,91,6.066666666666666
26073,like optimism,positive,2,13,6.5
26074,crossing bridgeleaving ocean city im sad,negative,6,40,6.666666666666667
26075,twitter stop let change background image imagine shiny nhl ring background,negative,11,74,6.7272727272727275
26076,doesnt want go work,negative,4,19,4.75
26077,hey mom,neutral,2,7,3.5
26078,great show doug fun im sorry wont watch,neutral,8,39,4.875
26079,city officially smells like dead fish,negative,6,37,6.166666666666667
26080,bored mind,negative,2,10,5.0
26081,algebra test three hours,neutral,4,24,6.0
26082,upset didnt get 24 fix tonight,negative,6,30,5.0
26083,hey keep clear robluketic live ,neutral,6,46,7.666666666666667
26084,loving life,positive,2,11,5.5
26085,hes there wasnt today sadness,negative,5,29,5.8
26086,really nervous animal rights presentation next period,negative,7,53,7.571428571428571
26087,taking willy specialistpoor dog get ct scan cos cant walk properly atm,negative,12,70,5.833333333333333
26088,walk workabout 25 minsthink makes worse improves indoors tho,neutral,9,60,6.666666666666667
26089,class really long im really getting hungry,negative,7,42,6.0
26090,pepsi throwback taste good belly,positive,5,32,6.4
26091, haha nice need iphone,positive,5,41,8.2
26092,way school,neutral,2,10,5.0
26093,finally deleted number phone contacts heartbreak,negative,6,48,8.0
26094,_cook make sad like canada never watch things move know anyone needs roommate,negative,13,77,5.923076923076923
26095,summer makes feel ugly pretty people showin good genes hell,neutral,10,59,5.9
26096,man made buger mmmmmmmmm taste delicious love food eat feelings lol,positive,11,67,6.090909090909091
26097,sad go work cuz its terminedas last dayand little monkeys last day,negative,12,66,5.5
26098,congrat 4am every day since one month,positive,7,37,5.285714285714286
26099,nah lights killed mood got get bed,negative,7,34,4.857142857142857
26100,welcomewould love physically family life doesnt allow,neutral,7,53,7.571428571428571
26101,gahh freaking lip ring going death me never cooraperates me im jack haha,negative,13,72,5.538461538461538
26102,nooo real mushroom neighbor uprooted,negative,5,36,7.2
26103,oh cool d im going like bunchh jb shows summer broke though haha,neutral,13,64,4.923076923076923
26104,hope youngins enjoyed wisdom,positive,4,28,7.0
26105,smithamherst minireunion last night fun miss old days,neutral,8,53,6.625
26106,working 930a730p today 15 hour lunch85 hours work overtime good fact im already dead tired bad,neutral,16,94,5.875
26107,aha length touche,positive,3,17,5.666666666666667
26108,it _____________,negative,2,16,8.0
26109,dang too its 4 hour drive bad its daughters 1st bday party its hosted donnie,negative,15,76,5.066666666666666
26110,yay short stack episode 20 recorded tuesday,neutral,7,43,6.142857142857143
26111,omg little girl bgt,neutral,4,19,4.75
26112,haha dork good then,neutral,4,19,4.75
26113,yum whole box cookies,positive,4,21,5.25
26114,you okaaaay,neutral,2,11,5.5
26115,school knows expect bring life its suprises,neutral,7,43,6.142857142857143
26116,sending love respect mommies twitterverse inspire me,positive,7,52,7.428571428571429
26117,ahhhh keyboards getting worse bdays 1 day,negative,7,41,5.857142857142857
26118,__jasper_hale__ laughs thats like winning,positive,5,41,8.2
26119,yeah ive never seen that but guess ive never really needed it,neutral,12,61,5.083333333333333
26120,eating ice cream swensens,neutral,4,25,6.25
26121,itãââ½s beautiful blog iãââ½m able acess anymore,neutral,7,48,6.857142857142857
26122,ive got meet tomorrow midday hopefully fingers crossed itll sorted head still hurting though,neutral,14,92,6.571428571428571
26123,layed 23 teachers city near wonder thinking going jobfield,neutral,9,58,6.444444444444445
26124,could do fact bank holiday make difference lemme check money situation also,neutral,12,75,6.25
26125,im getting followers look ashton,neutral,5,32,6.4
26126,feeling rather lonely brokeoh waiti lonely broke,negative,7,48,6.857142857142857
26127,tomorrows mothers day need get together soon noor left fun its nine months,positive,13,74,5.6923076923076925
26128,thought fanta,neutral,2,13,6.5
26129,sounds like planyea excited,positive,4,27,6.75
26130,watching rugrats anndd tweeting course,neutral,5,38,7.6
26131,glad youre alright,positive,3,18,6.0
26132,good luck chan gue kmrn bawa backpack kosong quite helping,positive,10,58,5.8
26133,dont want go,negative,3,12,4.0
26134,kinda hoping time going differnt sucks,negative,6,38,6.333333333333333
26135,guitar lessons tomorrow wake early again,neutral,6,40,6.666666666666667
26136,nope thank god air its real application compiled code,neutral,9,53,5.888888888888889
26137,addictive isn biz could definately better folks slowed getting done,neutral,10,67,6.7
26138,hey bow yu comin baxx 2 thaa 614 miss yu hun 614 day,negative,13,52,4.0
